id,edad_avl,edad_btree,nombre_completo,ciudad,profesion,telefono,email,salario,fecha_nacimiento,codigo_postal,puntuacion,estado_civil,nivel_educacion
3YTME,62,60,Laura Molina,Vigo,Vendedor,626113034,laura.molina@gmail.com,49224,1983-12-20,22669,6.15,Viudo,Posgrado
HDIUN,49,50,Antonia Martín,Alicante,Farmacéutico,612758970,antonia.martín@empresa.com,56237,1965-09-26,77400,4.38,Viudo,Posgrado
J5ZFQ,50,52,Rafael Sánchez,Valladolid,Enfermero,618766137,rafael.sánchez@gmail.com,35187,1970-08-17,96234,8.09,Soltero,Posgrado
MO90K,65,64,Antonio González,Sevilla,Plomero,696545969,antonio.gonzález@hotmail.com,53683,1971-04-12,47747,3.64,Soltero,Posgrado
PC0YV,77,76,David Sánchez,Madrid,Programador,686431045,david.sánchez@hotmail.com,40585,2004-02-12,54259,6.42,Soltero,Universidad
53Y4N,62,61,Luis Domínguez,Sabadell,Chef,641245083,luis.domínguez@hotmail.com,45157,2002-10-05,85922,8.8,Casado,Primaria
803QH,53,53,Manuel Suárez,Sabadell,Dentista,695442477,manuel.suárez@empresa.com,40756,1990-03-13,48692,9.51,Soltero,Secundaria
SJBJQ,27,27,Ramón Suárez,Sabadell,Secretario,634847254,ramón.suárez@hotmail.com,42325,1969-02-21,88708,5.25,Soltero,Posgrado
7S3J0,39,38,Mercedes Pérez,Oviedo,Artista,640330036,mercedes.pérez@hotmail.com,52461,1954-04-08,28126,4.47,Divorciado,Posgrado
X6CX4,20,22,Pilar Pérez,Sevilla,Ingeniero,695854722,pilar.pérez@yahoo.es,36445,1971-09-21,95288,1.65,Soltero,Primaria
267SB,73,71,Fernando Moreno,Granada,Médico,672820392,fernando.moreno@outlook.com,46453,2002-11-18,47816,8.15,Soltero,Posgrado
HKYHF,60,61,Daniel Muñoz,Zaragoza,Psicólogo,630232989,daniel.muñoz@empresa.com,38993,1982-04-01,36373,1.39,Viudo,Secundaria
HZZGM,28,30,Fernando Ramos,Jerez,Psicólogo,671931432,fernando.ramos@hotmail.com,47797,1987-04-22,39928,1.2,Casado,Secundaria
6Q0VX,69,70,María Vázquez,Barcelona,Médico,619829638,maría.vázquez@empresa.com,40845,1983-03-20,44740,7.52,Soltero,Posgrado
G8BTP,22,22,Francisco Morales,Valladolid,Dentista,614900532,francisco.morales@gmail.com,23825,1968-08-12,68680,4.81,Casado,Primaria
FNJ7G,57,56,Francisca Vázquez,Coruña,Mecánico,672726531,francisca.vázquez@empresa.com,41444,1989-11-20,69616,1.94,Viudo,Universidad
PHXNA,76,78,Laura Serrano,Bilbao,Enfermero,658282779,laura.serrano@gmail.com,48315,1989-06-23,96243,3.51,Viudo,Universidad
LFPAR,71,71,Dolores Romero,Madrid,Conductor,623956734,dolores.romero@empresa.com,38656,1975-07-09,29990,9.28,Casado,Secundaria
D1T9V,48,49,Ana Blanco,Cartagena,Mecánico,654088082,ana.blanco@gmail.com,55593,1993-09-16,45349,9.87,Viudo,Universidad
HU1ID,27,28,Vicente Suárez,Sevilla,Ingeniero,695307895,vicente.suárez@yahoo.es,32715,1953-03-15,90416,8.78,Casado,Primaria
LW5A5,55,56,Teresa Muñoz,Barcelona,Chef,654163504,teresa.muñoz@yahoo.es,49120,2005-11-30,25237,3.73,Soltero,Universidad
WIYH6,51,52,Concepción Delgado,Córdoba,Plomero,614974101,concepción.delgado@gmail.com,52983,2005-07-15,40426,6.67,Viudo,Universidad
210Y3,31,29,Concepción Sánchez,Coruña,Contador,651590496,concepción.sánchez@gmail.com,42987,1991-02-25,51810,4.94,Viudo,Primaria
XA0RN,29,27,Antonio Gil,Oviedo,Dentista,680399374,antonio.gil@outlook.com,39868,1956-12-23,22854,2.31,Divorciado,Posgrado
2WNKI,27,26,Jesús Ramos,Vitoria,Electricista,644563837,jesús.ramos@outlook.com,47911,1976-08-03,20726,1.39,Soltero,Posgrado
VBP2T,68,67,Teresa Alonso,Murcia,Plomero,666582247,teresa.alonso@hotmail.com,44439,1955-08-11,22123,4.72,Soltero,Universidad
2J9OM,29,30,Fernando Suárez,Terrassa,Enfermero,686957878,fernando.suárez@yahoo.es,42869,1950-03-02,60316,9.04,Casado,Posgrado
16FND,50,51,Jorge Jiménez,Coruña,Programador,643274619,jorge.jiménez@outlook.com,40793,2003-07-13,72215,2.02,Divorciado,Universidad
258VN,33,34,Antonio Moreno,Hospitalet,Médico,628339133,antonio.moreno@empresa.com,32164,1955-02-26,93395,7.08,Divorciado,Universidad
7X1SL,40,40,Luis Muñoz,Oviedo,Diseñador,664827684,luis.muñoz@hotmail.com,49356,1973-01-13,85432,4.02,Casado,Secundaria
ZXAGU,21,19,Ramón García,Vigo,Diseñador,649128939,ramón.garcía@gmail.com,27409,1966-07-14,17722,2.53,Casado,Posgrado
Y9BC9,58,59,Francisca Molina,Alicante,Mecánico,686787620,francisca.molina@gmail.com,46355,1985-08-02,47952,6.41,Divorciado,Universidad
6PQ9C,39,40,Rafael Torres,Palma,Diseñador,613483549,rafael.torres@empresa.com,47298,1996-07-05,80595,4.48,Divorciado,Universidad
LI7M7,69,67,Mercedes Torres,Palma,Electricista,677110054,mercedes.torres@hotmail.com,51707,1965-09-01,59280,6.42,Casado,Universidad
4Q6DI,25,27,Isabel Martínez,Cartagena,Ingeniero,639695709,isabel.martínez@hotmail.com,30641,1964-04-23,98551,6.24,Divorciado,Universidad
S0JDV,34,35,Jesús González,Zaragoza,Artista,650367697,jesús.gonzález@yahoo.es,35824,1956-09-08,70921,1.91,Viudo,Posgrado
0IVNK,34,36,Isabel Molina,Córdoba,Electricista,635895298,isabel.molina@hotmail.com,48360,1954-08-27,10728,5.3,Casado,Universidad
XPIYV,34,35,Fernando Vázquez,Madrid,Deportista,689052400,fernando.vázquez@empresa.com,45154,1958-05-23,71892,3.31,Viudo,Posgrado
UJLIA,41,43,Laura Vázquez,Valencia,Chef,655454994,laura.vázquez@outlook.com,56048,1985-05-07,53022,8.23,Divorciado,Universidad
8BN3V,50,51,Francisco Gómez,Alicante,Profesor,691753000,francisco.gómez@hotmail.com,39205,1976-03-15,57164,2.03,Soltero,Primaria
MVQM3,51,51,Ramón Fernández,Barcelona,Dentista,657467927,ramón.fernández@yahoo.es,37834,2000-02-04,99371,4.35,Soltero,Primaria
HN9VY,29,28,Ángel Martín,Murcia,Arquitecto,646293378,ángel.martín@outlook.com,40406,1951-04-06,40353,8.22,Soltero,Secundaria
PPH2D,38,37,Concepción Romero,Elche,Farmacéutico,657570320,concepción.romero@hotmail.com,57929,2003-12-10,50978,8.0,Casado,Universidad
9HJRG,45,43,María Delgado,Valladolid,Secretario,620986470,maría.delgado@gmail.com,58940,1967-10-23,18152,8.44,Viudo,Secundaria
JZRMU,19,20,Elena Morales,Sevilla,Veterinario,666928162,elena.morales@hotmail.com,20183,1950-05-11,17963,8.95,Soltero,Primaria
U56AQ,44,42,Mercedes Ortega,Gijón,Médico,681015282,mercedes.ortega@yahoo.es,45790,1987-06-22,23883,5.97,Divorciado,Universidad
DP10G,77,75,Luis Sánchez,Vigo,Electricista,697503385,luis.sánchez@hotmail.com,41990,1991-10-29,55679,9.65,Viudo,Secundaria
CD4E6,28,29,Jesús Romero,Málaga,Veterinario,669816108,jesús.romero@yahoo.es,33079,1966-09-27,68808,5.09,Divorciado,Secundaria
YXE5J,80,78,Rosa Vázquez,Zaragoza,Deportista,623203634,rosa.vázquez@yahoo.es,39529,1974-01-30,75185,2.89,Viudo,Primaria
HRMES,35,34,Antonio Romero,Gijón,Músico,645795783,antonio.romero@yahoo.es,41800,1971-06-23,20332,1.64,Viudo,Secundaria
RK5YV,41,39,María Navarro,Vigo,Abogado,680930340,maría.navarro@gmail.com,59745,1958-01-20,21478,4.64,Casado,Secundaria
USB8O,64,65,Ángeles López,Valencia,Ingeniero,664364792,ángeles.lópez@gmail.com,36714,1969-10-30,54639,4.2,Viudo,Primaria
AZ3BO,21,20,Pedro Moreno,Valencia,Arquitecto,649768716,pedro.moreno@hotmail.com,23981,2000-07-02,98907,7.2,Viudo,Posgrado
ROCSU,65,67,Rosa Martínez,Coruña,Ingeniero,626045564,rosa.martínez@gmail.com,48787,1985-12-10,29123,1.76,Soltero,Primaria
TGYCM,76,75,Miguel Muñoz,Hospitalet,Deportista,623445550,miguel.muñoz@empresa.com,40932,1985-09-05,22436,5.55,Viudo,Universidad
ZKQKY,63,62,Elena Rodríguez,Valencia,Músico,659945168,elena.rodríguez@yahoo.es,48323,2005-12-10,23649,6.02,Casado,Universidad
ZDGOY,62,64,Mercedes Martínez,Palma,Abogado,650728031,mercedes.martínez@hotmail.com,48470,1993-03-12,41936,9.52,Soltero,Universidad
7RWI9,67,65,Francisca Morales,Bilbao,Deportista,625393323,francisca.morales@outlook.com,52007,1978-02-27,53433,3.32,Viudo,Posgrado
TINFY,73,72,Concepción Morales,Hospitalet,Músico,656863613,concepción.morales@gmail.com,36320,1967-11-28,28012,8.49,Soltero,Secundaria
0A5E8,46,45,José Hernández,Bilbao,Artista,633384235,josé.hernández@empresa.com,41526,1974-09-29,99124,2.35,Soltero,Posgrado
95ELS,29,31,Carmen López,Valencia,Contador,660033020,carmen.lópez@yahoo.es,42411,1999-12-20,97646,9.1,Viudo,Secundaria
GE0SQ,68,66,Dolores Muñoz,Elche,Periodista,680324463,dolores.muñoz@gmail.com,48810,1989-03-11,18040,5.36,Soltero,Posgrado
4NXGO,66,65,Ramón Hernández,Vitoria,Veterinario,699088073,ramón.hernández@yahoo.es,50264,1992-03-31,54479,5.52,Casado,Secundaria
CYD2J,67,67,Carmen Romero,Barcelona,Contador,687435926,carmen.romero@yahoo.es,47566,1989-05-21,42398,6.39,Viudo,Universidad
RVS5K,70,71,Antonio Álvarez,Alicante,Dentista,679501533,antonio.álvarez@hotmail.com,49170,2001-12-18,81834,3.78,Divorciado,Primaria
BYG8Y,52,53,Jesús Muñoz,Córdoba,Plomero,698552643,jesús.muñoz@gmail.com,41754,1951-10-29,95263,1.27,Casado,Secundaria
4YPRU,41,43,Dolores Gil,Bilbao,Contador,679209014,dolores.gil@hotmail.com,45685,1984-11-05,20103,3.21,Viudo,Secundaria
D8QUP,18,20,Lucía Gómez,Madrid,Psicólogo,612767578,lucía.gómez@yahoo.es,37197,2003-12-30,10599,1.99,Casado,Posgrado
1C77B,65,64,Carlos Rodríguez,Gijón,Músico,634167984,carlos.rodríguez@yahoo.es,44876,1984-12-20,26910,9.48,Casado,Posgrado
GOA2X,23,23,Fernando Vázquez,Barcelona,Contador,676751784,fernando.vázquez@empresa.com,22172,1988-01-26,67868,6.79,Divorciado,Primaria
3H3WX,49,50,Carmen García,Coruña,Psicólogo,616416643,carmen.garcía@outlook.com,57439,1975-07-11,64650,8.78,Viudo,Primaria
M61NG,38,39,Ángel Ruiz,Sevilla,Psicólogo,670861407,ángel.ruiz@hotmail.com,48035,1986-05-12,58506,9.54,Soltero,Secundaria
92P0N,42,42,Manuel Morales,Hospitalet,Dentista,689861300,manuel.morales@hotmail.com,49144,1993-06-05,16752,6.0,Divorciado,Universidad
2VDJ2,64,65,Elena Gil,Valladolid,Veterinario,672245904,elena.gil@empresa.com,52047,1968-06-18,42406,8.95,Casado,Secundaria
JKYDA,42,42,Laura Gil,Elche,Dentista,615978833,laura.gil@hotmail.com,44868,1965-12-27,37369,9.48,Viudo,Secundaria
GFX8P,44,42,Teresa López,Palma,Ingeniero,623881151,teresa.lópez@outlook.com,55846,1960-05-27,78579,2.63,Soltero,Universidad
PUSLC,30,29,Ramón Suárez,Oviedo,Conductor,652176054,ramón.suárez@gmail.com,45120,1950-08-05,45081,7.15,Soltero,Secundaria
I66T2,68,70,Josefa Sánchez,Vigo,Secretario,614930687,josefa.sánchez@empresa.com,42511,1996-12-10,45417,1.62,Viudo,Primaria
JM9EB,75,75,Jesús Gutiérrez,Madrid,Diseñador,657647167,jesús.gutiérrez@hotmail.com,45664,1985-04-29,82364,8.77,Divorciado,Secundaria
ZV8VK,26,28,Ramón Hernández,Bilbao,Arquitecto,644518616,ramón.hernández@hotmail.com,40451,1969-12-10,41659,1.24,Casado,Universidad
ZOWOH,61,60,Jesús Martínez,Valencia,Veterinario,658365074,jesús.martínez@gmail.com,49614,1971-05-31,61347,8.49,Divorciado,Posgrado
2H6D6,20,21,David Romero,Granada,Secretario,687012956,david.romero@outlook.com,20500,1990-09-01,76618,5.83,Soltero,Primaria
D5REO,59,60,Teresa Rodríguez,Cartagena,Conductor,626738080,teresa.rodríguez@outlook.com,44600,1973-12-07,72668,3.98,Divorciado,Universidad
VPURE,58,60,Pedro Sánchez,Barcelona,Profesor,651384109,pedro.sánchez@empresa.com,38927,1955-12-12,46915,1.25,Divorciado,Posgrado
WDV4P,67,67,José Delgado,Bilbao,Contador,626419621,josé.delgado@gmail.com,35572,1977-05-14,28152,7.92,Soltero,Universidad
U6URD,71,70,Isabel Rodríguez,Terrassa,Plomero,665440274,isabel.rodríguez@empresa.com,46329,1960-06-09,10309,8.95,Soltero,Universidad
QU2RG,40,38,Pilar López,Elche,Artista,620125723,pilar.lópez@hotmail.com,49397,1978-03-30,10387,8.7,Casado,Primaria
VFU88,23,22,Luis González,Sevilla,Diseñador,687766419,luis.gonzález@hotmail.com,26270,1996-01-25,46180,2.32,Viudo,Posgrado
LE14C,18,19,Jesús Serrano,Córdoba,Conductor,691036990,jesús.serrano@yahoo.es,38203,1988-10-23,14709,8.57,Divorciado,Primaria
DTU6T,67,66,María Moreno,Barcelona,Arquitecto,690362757,maría.moreno@outlook.com,44464,1978-08-10,34452,8.24,Soltero,Secundaria
XNOJ6,73,74,Luis López,Vitoria,Contador,661193478,luis.lópez@gmail.com,45374,1992-05-27,68625,9.83,Soltero,Universidad
Z8WSE,45,45,Dolores Gil,Alicante,Plomero,615822897,dolores.gil@hotmail.com,53050,1989-03-07,61370,9.69,Viudo,Secundaria
3K69V,58,59,Vicente Torres,Sabadell,Deportista,611035095,vicente.torres@empresa.com,35898,1998-07-08,89928,6.73,Casado,Primaria
QD6XY,48,47,José Pérez,Alicante,Contador,682757775,josé.pérez@gmail.com,41632,1964-04-13,87893,2.41,Viudo,Secundaria
OVN5P,38,37,Pilar García,Cartagena,Deportista,693269476,pilar.garcía@yahoo.es,40220,1998-06-11,84390,3.61,Divorciado,Posgrado
BXE17,50,49,Antonio Ruiz,Vitoria,Artista,657997310,antonio.ruiz@yahoo.es,38784,1998-06-24,14354,8.35,Soltero,Primaria
SMF3D,37,35,Manuel Romero,Valencia,Deportista,695662096,manuel.romero@yahoo.es,42709,1955-10-11,33982,7.05,Divorciado,Posgrado
6TN44,75,75,Esperanza Blanco,Madrid,Electricista,618832773,esperanza.blanco@gmail.com,49043,1964-07-15,63820,2.06,Viudo,Universidad
XBIDV,70,72,Mercedes Romero,Vigo,Mecánico,610965707,mercedes.romero@hotmail.com,46216,1959-03-05,59662,1.06,Soltero,Posgrado
I0OWO,50,52,Teresa Blanco,Sabadell,Profesor,649556001,teresa.blanco@yahoo.es,45539,1964-07-05,37174,1.59,Soltero,Primaria
6M4CB,35,35,Carmen Delgado,Sabadell,Mecánico,621313748,carmen.delgado@gmail.com,56731,1978-10-28,41242,9.89,Viudo,Primaria
MU09Y,39,41,Ángeles Vázquez,Madrid,Vendedor,658949565,ángeles.vázquez@hotmail.com,54272,1992-11-14,33249,2.95,Casado,Secundaria
M47J0,38,36,Daniel García,Zaragoza,Ingeniero,631007586,daniel.garcía@gmail.com,58760,1978-11-18,25806,3.37,Viudo,Primaria
O5M30,51,53,Antonia Fernández,Vitoria,Vendedor,622667455,antonia.fernández@hotmail.com,54614,1984-12-02,45481,3.21,Casado,Posgrado
NXWNO,38,37,Lucía González,Alicante,Artista,640170525,lucía.gonzález@yahoo.es,52735,1990-07-30,59798,5.21,Viudo,Primaria
UVIWG,57,55,Rafael Navarro,Valladolid,Deportista,697464880,rafael.navarro@outlook.com,51283,1990-01-03,40306,7.89,Soltero,Primaria
U51M3,52,50,Isabel Molina,Madrid,Programador,628584648,isabel.molina@outlook.com,39010,1963-04-06,32974,4.04,Viudo,Secundaria
5IVVR,41,42,Carmen González,Vitoria,Mecánico,660700751,carmen.gonzález@hotmail.com,53062,1955-05-04,33116,3.73,Soltero,Posgrado
J58L1,75,75,Laura Díaz,Alicante,Contador,617491578,laura.díaz@empresa.com,40372,1963-12-27,41794,2.99,Soltero,Secundaria
01IIH,62,60,Ángel Gil,Oviedo,Profesor,610886767,ángel.gil@empresa.com,51575,1964-02-03,76178,6.55,Soltero,Universidad
4KBKV,18,18,Laura Morales,Zaragoza,Ingeniero,692321068,laura.morales@outlook.com,30112,1980-11-13,55683,9.86,Soltero,Secundaria
6P50Z,77,79,Ángel Serrano,Alicante,Farmacéutico,699535493,ángel.serrano@yahoo.es,39111,1956-11-27,74529,1.64,Casado,Posgrado
BYH59,67,65,José Romero,Sevilla,Plomero,682522736,josé.romero@gmail.com,37885,1965-05-23,52706,4.1,Casado,Primaria
547AG,28,28,Ramón Ruiz,Valladolid,Chef,626840563,ramón.ruiz@yahoo.es,31063,1951-02-09,47805,9.45,Casado,Primaria
CD67M,64,66,Pilar Muñoz,Hospitalet,Secretario,666067939,pilar.muñoz@gmail.com,43413,1983-03-22,67449,5.02,Casado,Posgrado
X3YPF,36,37,Francisco Delgado,Málaga,Diseñador,655737259,francisco.delgado@outlook.com,41551,1953-10-15,58006,6.03,Soltero,Secundaria
NYTR5,65,67,Lucía Fernández,Madrid,Mecánico,672548522,lucía.fernández@outlook.com,47972,1993-03-12,53300,4.61,Soltero,Posgrado
E5CPY,80,80,Antonio Gómez,Bilbao,Plomero,651340380,antonio.gómez@gmail.com,47393,1976-01-31,50505,7.88,Soltero,Secundaria
IMF8I,31,30,Ana Torres,Coruña,Programador,636423933,ana.torres@gmail.com,30741,1960-10-14,20486,1.47,Divorciado,Secundaria
9EV0X,75,73,Carmen Ramos,Sabadell,Médico,687629819,carmen.ramos@yahoo.es,47600,1965-11-23,72126,7.15,Viudo,Universidad
4MSR8,60,59,Pedro Álvarez,Jerez,Plomero,618548851,pedro.álvarez@yahoo.es,39702,1970-03-19,40939,8.48,Soltero,Universidad
M07A7,47,47,Antonio Gil,Coruña,Ingeniero,616660641,antonio.gil@gmail.com,53997,1971-11-16,22305,7.97,Casado,Secundaria
3H5XT,65,64,Concepción López,Bilbao,Vendedor,612728054,concepción.lópez@empresa.com,53308,1958-08-23,21709,5.73,Divorciado,Universidad
RC3D7,18,20,Fernando Suárez,Gijón,Veterinario,674492258,fernando.suárez@empresa.com,38620,1963-03-28,30196,9.63,Casado,Secundaria
HUYX9,74,74,Miguel Ruiz,Oviedo,Conductor,651773873,miguel.ruiz@empresa.com,53900,1988-05-15,89518,7.16,Casado,Universidad
OMJ0H,66,65,María Gil,Gijón,Periodista,693743965,maría.gil@outlook.com,39028,1955-08-02,15566,9.7,Viudo,Primaria
8EDEW,50,49,Antonio Torres,Sabadell,Conductor,619547596,antonio.torres@hotmail.com,38611,1954-10-29,20119,6.27,Viudo,Secundaria
NCZOS,76,78,Jesús Gil,Coruña,Secretario,668836743,jesús.gil@hotmail.com,35509,1985-07-25,11030,8.5,Soltero,Primaria
LK8P9,71,69,Jorge Martín,Gijón,Plomero,674826516,jorge.martín@hotmail.com,36490,1959-09-14,73940,7.99,Casado,Posgrado
50IZ5,23,24,Francisco Morales,Oviedo,Conductor,659902869,francisco.morales@yahoo.es,29759,1977-07-29,70902,9.39,Soltero,Secundaria
HWHIG,64,63,Rafael Torres,Murcia,Artista,644676896,rafael.torres@empresa.com,50367,1976-03-10,99935,6.55,Divorciado,Universidad
0YGY6,18,18,Luis Pérez,Zaragoza,Chef,624104051,luis.pérez@outlook.com,27488,1968-08-28,31355,1.75,Casado,Posgrado
NKCXC,66,66,Isabel Delgado,Coruña,Farmacéutico,671526758,isabel.delgado@empresa.com,38438,1956-07-26,27780,9.1,Soltero,Secundaria
OS37S,42,40,Dolores Gil,Valladolid,Mecánico,656156685,dolores.gil@empresa.com,56313,1988-04-11,82944,2.18,Soltero,Posgrado
LX68S,29,29,Antonio Vázquez,Vitoria,Conductor,665018304,antonio.vázquez@hotmail.com,37048,1989-03-28,52019,1.75,Divorciado,Primaria
WIK8T,49,51,Elena Delgado,Coruña,Profesor,679594310,elena.delgado@outlook.com,43174,1985-11-20,86109,8.4,Viudo,Secundaria
YQFSV,72,70,Ángeles Álvarez,Málaga,Programador,655360372,ángeles.álvarez@yahoo.es,52339,1980-10-07,96015,6.84,Viudo,Secundaria
KKWSG,53,52,Ana Muñoz,Elche,Psicólogo,661133604,ana.muñoz@hotmail.com,51079,2001-01-07,22530,8.47,Casado,Primaria
BBK3G,53,55,Ramón Alonso,Jerez,Programador,641695708,ramón.alonso@gmail.com,35134,2002-12-08,28120,1.35,Divorciado,Universidad
9NX2A,21,19,Pedro Moreno,Vigo,Programador,668176876,pedro.moreno@yahoo.es,38337,1976-04-05,32820,3.11,Soltero,Primaria
WMKBY,21,23,María Fernández,Oviedo,Músico,671291514,maría.fernández@outlook.com,20308,1967-02-17,13554,5.62,Divorciado,Secundaria
Y054Y,64,66,Antonio Martínez,Oviedo,Enfermero,662431020,antonio.martínez@empresa.com,53684,1960-07-15,65709,3.35,Viudo,Secundaria
JS6PK,79,79,José Gutiérrez,Málaga,Chef,661676944,josé.gutiérrez@hotmail.com,37505,1984-09-18,93447,7.06,Divorciado,Secundaria
R0N2X,25,26,Dolores Alonso,Alicante,Mecánico,678315417,dolores.alonso@hotmail.com,44763,1967-08-08,66357,7.01,Casado,Primaria
BU60X,65,64,Esperanza Gutiérrez,Madrid,Abogado,647880081,esperanza.gutiérrez@empresa.com,43147,2005-02-01,69789,9.74,Soltero,Universidad
WHDSX,24,24,Jorge Blanco,Jerez,Profesor,656200808,jorge.blanco@gmail.com,33909,2002-10-05,17069,6.96,Soltero,Primaria
X8RT8,70,70,Elena Rodríguez,Elche,Electricista,618016887,elena.rodríguez@hotmail.com,45339,1995-01-04,53241,4.1,Viudo,Secundaria
UAOT7,65,63,Pedro Álvarez,Hospitalet,Profesor,670835480,pedro.álvarez@yahoo.es,49534,1985-10-05,70723,2.95,Divorciado,Secundaria
OOV4E,32,34,Rafael Gutiérrez,Vitoria,Abogado,683043342,rafael.gutiérrez@gmail.com,31768,1978-11-14,83162,7.87,Casado,Primaria
YNYG9,32,33,Carlos González,Granada,Músico,636051995,carlos.gonzález@hotmail.com,49023,1961-12-31,17597,7.75,Casado,Secundaria
G30CC,74,74,Esperanza Ramírez,Alicante,Vendedor,689562016,esperanza.ramírez@gmail.com,47811,1952-02-24,74686,7.25,Casado,Primaria
6V40Z,33,33,Jorge Blanco,Alicante,Conductor,655747014,jorge.blanco@hotmail.com,39438,1974-03-19,65467,4.7,Divorciado,Posgrado
5WZ64,29,29,José Sánchez,Córdoba,Arquitecto,674871404,josé.sánchez@empresa.com,37770,1950-09-28,62651,2.81,Viudo,Primaria
OG0OV,77,77,Jorge Martínez,Sabadell,Artista,661332345,jorge.martínez@outlook.com,37621,1958-02-16,35326,5.34,Divorciado,Universidad
SGG0U,21,20,Francisca Blanco,Vigo,Diseñador,633591702,francisca.blanco@empresa.com,38383,1997-11-01,83067,8.04,Divorciado,Universidad
KMGJ1,23,21,Carlos Romero,Gijón,Profesor,696834010,carlos.romero@outlook.com,26407,2001-10-07,39232,5.72,Divorciado,Primaria
USCEP,40,39,Carmen López,Valencia,Artista,638216921,carmen.lópez@gmail.com,56763,1986-01-15,98861,3.57,Soltero,Secundaria
J94ZV,48,46,Ana Suárez,Valencia,Ingeniero,645221109,ana.suárez@empresa.com,44767,1983-09-03,64316,1.51,Casado,Posgrado
IYBMK,66,68,Vicente Ramírez,Valladolid,Arquitecto,642451085,vicente.ramírez@empresa.com,47320,1966-01-24,88838,2.04,Viudo,Posgrado
9ZZ57,77,75,Fernando García,Córdoba,Médico,686804215,fernando.garcía@empresa.com,36768,1969-10-22,32833,8.0,Casado,Posgrado
5EI0B,60,62,Teresa Ramos,Coruña,Secretario,693221302,teresa.ramos@outlook.com,35360,1999-08-26,29374,4.12,Viudo,Posgrado
K99BJ,58,57,Pilar Vázquez,Valladolid,Farmacéutico,638488631,pilar.vázquez@empresa.com,52425,1960-01-06,12872,8.49,Divorciado,Primaria
NI0MA,40,38,Josefa Díaz,Oviedo,Deportista,690004214,josefa.díaz@yahoo.es,49405,1995-11-21,31109,2.55,Divorciado,Universidad
2Q7IB,32,34,Ana Navarro,Murcia,Profesor,642364813,ana.navarro@empresa.com,30162,1975-01-24,45807,1.88,Divorciado,Posgrado
SP69D,32,30,Mercedes Delgado,Sevilla,Dentista,675137619,mercedes.delgado@gmail.com,42737,1985-03-08,96899,1.77,Casado,Universidad
R1214,29,30,Miguel Gutiérrez,Alicante,Abogado,656227581,miguel.gutiérrez@outlook.com,40712,1996-11-25,45905,3.41,Soltero,Posgrado
2O5LL,77,76,María Blanco,Cartagena,Periodista,625249020,maría.blanco@gmail.com,49282,1981-06-13,17993,3.84,Casado,Posgrado
UYSJA,33,33,Miguel Ramírez,Granada,Programador,693570353,miguel.ramírez@gmail.com,45494,1977-10-05,14917,9.88,Soltero,Primaria
XE3M9,26,24,Mercedes Martínez,Valencia,Médico,676130444,mercedes.martínez@empresa.com,31303,1951-12-13,57688,3.62,Divorciado,Universidad
XFK07,18,17,Fernando Gómez,Sabadell,Psicólogo,698244912,fernando.gómez@hotmail.com,24246,1997-08-17,12997,3.95,Casado,Universidad
JG68P,20,20,María Ortega,Zaragoza,Periodista,653009341,maría.ortega@hotmail.com,38729,2004-12-10,15458,3.07,Divorciado,Universidad
K5JFM,66,64,José Jiménez,Málaga,Farmacéutico,646611931,josé.jiménez@hotmail.com,38989,1964-04-23,90669,2.48,Soltero,Secundaria
8MR4F,26,26,Josefa Sánchez,Vigo,Abogado,677588639,josefa.sánchez@hotmail.com,32909,1962-11-26,77278,2.65,Viudo,Posgrado
C8E9V,70,68,Lucía Ramos,Granada,Diseñador,639828830,lucía.ramos@yahoo.es,36847,1978-08-23,52800,4.01,Soltero,Secundaria
1M503,71,71,Elena Álvarez,Elche,Mecánico,612839067,elena.álvarez@gmail.com,50764,1982-11-01,48324,8.67,Soltero,Primaria
UYN32,19,20,Francisco Díaz,Hospitalet,Vendedor,659274717,francisco.díaz@gmail.com,39637,1999-11-22,83533,3.55,Casado,Posgrado
1I1AZ,24,23,Elena Hernández,Vitoria,Mecánico,699174292,elena.hernández@outlook.com,24234,1969-11-18,71810,4.28,Viudo,Universidad
288UX,55,55,Jorge Muñoz,Granada,Periodista,657159739,jorge.muñoz@outlook.com,45631,1965-12-16,93408,1.38,Viudo,Primaria
3699C,46,46,Francisco Martínez,Sabadell,Ingeniero,691037431,francisco.martínez@gmail.com,57201,2003-04-07,51332,6.22,Casado,Posgrado
XBUT2,37,37,María Sánchez,Sabadell,Médico,624629672,maría.sánchez@yahoo.es,44072,1961-01-09,67464,2.7,Casado,Posgrado
ITURD,69,69,David Vázquez,Cartagena,Arquitecto,674489589,david.vázquez@empresa.com,36360,1963-07-02,34869,5.51,Divorciado,Primaria
NEOFL,62,61,Vicente Sánchez,Terrassa,Vendedor,667401927,vicente.sánchez@yahoo.es,40973,1986-04-04,96412,4.65,Viudo,Secundaria
O72BL,21,19,Carmen Moreno,Jerez,Diseñador,675746151,carmen.moreno@yahoo.es,29998,2005-07-10,72454,9.38,Casado,Secundaria
XPQL5,67,66,María Gómez,Hospitalet,Abogado,688211595,maría.gómez@outlook.com,43947,1971-10-29,40821,2.33,Divorciado,Primaria
ZMXTR,30,31,Antonia Moreno,Coruña,Veterinario,693851584,antonia.moreno@yahoo.es,36598,1953-12-01,59616,2.8,Divorciado,Universidad
